
 Lista de Imóveis da Caixa;;Data de geração:;21/03/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1021230015237 ;RJ ;SAO GONCALO ;COLUBANDE ;RUA SAMPAIO VIDAL, N. 210, CS 5 ;163.789,78;257.000,00;36.27;Casa, 0.00 de área total, 120.46 de área privativa, 111.05 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1021230015237
 1444419359578 ;RJ ;SAO GONCALO ;COLUBANDE ;ESTRADA VEREADOR LUIZ CARLOS DA SILVA, N. 584, CASA 71 ;189.870,08;297.922,21;36.27;Casa, 0.00 de área total, 115.16 de área privativa, 84.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419359578
 1444405789923 ;RJ ;SAO GONCALO ;COELHO ;RUA DINIZ RAFET, N. 63, CASA 02 ;229.433,15;360.000,00;36.27;Casa, 0.00 de área total, 66.15 de área privativa, 66.15 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405789923
 1444414074486 ;RJ ;SAO GONCALO ;GALO BRANCO ;RUA JOSE MARQUES DE ALMEIDA, N. 95, BL 43 ;177.173,38;278.000,00;36.27;Casa, 0.00 de área total, 99.00 de área privativa, 336.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414074486
 1444408652856 ;RJ ;SAO GONCALO ;ROCHA ;RUA MAJOR PEIXOTO GUIMARAES, N. 628, CS 06 ;200.754,00;315.000,00;36.27;Casa, 0.00 de área total, 81.14 de área privativa, 87.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408652856
 1444417633524 ;RJ ;SAO GONCALO ;ROCHA ;RUA MARIO SA BARRETO, N. 91, CS 01 ;189.282,35;297.000,00;36.27;Casa, 0.00 de área total, 65.00 de área privativa, 177.37 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417633524
 1444421303118 ;RJ ;SAO GONCALO ;SANTA ISABEL ;RUA NICOLAU POLICARPO, N. 300, FR 59 ;170.162,92;267.000,00;36.27;Casa, 0.00 de área total, 74.00 de área privativa, 120.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444421303118
 1444418771882 ;RJ ;SAO GONCALO ;SANTA LUZIA ;RUA CARDEAL MAURI, N. 50, LT 30A QD 279 SALAO DE FESTA ;414.254,30;650.000,00;36.27;Casa, 0.00 de área total, 576.36 de área privativa, 1365.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418771882
 1444404964942 ;RJ ;SAO GONCALO ;TRINDADE ;RUA BRASILIA, N. 10, CASA 03 ;179.773,27;282.079,45;36.27;Casa, 0.00 de área total, 73.04 de área privativa, 59.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404964942
 1444407833733 ;RJ ;SAO GONCALO ;TRINDADE ;RUA  MARQUES DE VALENCA, N. 132, CASA 02 ;168.888,29;265.000,00;36.27;Casa, 0.00 de área total, 84.90 de área privativa, 54.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407833733
 1444417431654 ;RJ ;SAO GONCALO ;TRINDADE ;RUA BARRA MANSA, N. 75, Apto 201, QUADRA 128 LOTE 18 ;355.621,38;558.000,00;36.27;Apartamento, 0.00 de área total, 265.34 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), 1 lavabo(s), DCE, cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417431654
 1444417997402 ;RJ ;SAO GONCALO ;TRINDADE ;RUA BARRA MANSA, N. 75, CS 01 LT 18 ;173.986,80;273.000,00;36.27;Casa, 0.00 de área total, 126.00 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417997402
 1444419242646 ;RJ ;SAO GONCALO ;TRINDADE ;RUA BARRA MANSA, N. 75, LJ 75, AREA 04 ;184.821,15;290.000,00;36.27;Comercial, 0.00 de área total, 106.55 de área privativa, 0.00 de área do terreno, WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419242646
 1444419682042 ;RJ ;SAO GONCALO ;TRINDADE ;RUA CIDADE DE CAMPOS, N. 926, LT 02 QD 08 ;258.112,29;405.000,00;36.27;Casa, 0.00 de área total, 162.32 de área privativa, 450.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419682042
 1444420047088 ;RJ ;SAO GONCALO ;TRINDADE ;RUA VICENTE DANTAS, N. 185, CASA 01 ;178.448,00;280.000,00;36.27;Casa, 0.00 de área total, 95.53 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420047088
 8444428254587 ;RJ ;SAO GONCALO ;TRINDADE ;RUA CANAVIEIRAS, N. 55, CS BASE ;209.039,09;328.000,00;36.27;Casa, 0.00 de área total, 186.84 de área privativa, 282.61 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444428254587
 1444405784891 ;RJ ;SAO GONCALO ;RAUL VEIGA ;RUA LUIS MOTA, N. 420, . ;165.064,40;259.000,00;36.27;Casa, 0.00 de área total, 72.00 de área privativa, 106.64 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405784891
 1444405497370 ;RJ ;SAO GONCALO ;PORTO DA PEDRA ;RUA ABILIO JOSE DE MATOS, N. 2437, SOBRADO ;158.895,48;249.320,44;36.27;Sobrado, 0.00 de área total, 91.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405497370
 1444419640129 ;RJ ;SAO GONCALO ;TRIBOBO ;RUA EXPEDICIONARIO BENONI FALCAO GOUVEIA, N. 338, LT 28, QD 08 ;159.328,58;250.000,00;36.27;Casa, 0.00 de área total, 93.60 de área privativa, 235.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419640129
 1555523558478 ;RJ ;SAO GONCALO ;TRIBOBO ;RUA VISCONDE DE SANTAREM, N. 624, Apto 0, LOJA ;542.991,78;852.000,00;36.27;Loja, 0.00 de área total, 233.75 de área privativa, 0.00 de área do terreno, WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555523558478
 1444416532155 ;RJ ;SAO GONCALO ;PORTO DO ROSA ;RUA GENERAL HORTA BARBOSA, N. 318, CS 01 ;210.951,03;331.000,00;36.27;Casa, 0.00 de área total, 149.00 de área privativa, 360.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416532155
 1555510119810 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;RUA EXPEDICIONARIO ISANOR FURQUIM CAMPOS, N. 174, . ;195.018,18;306.000,00;36.27;Casa, 0.00 de área total, 136.00 de área privativa, 258.77 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555510119810
 1444414854651 ;RJ ;SAO GONCALO ;PORTO NOVO ;RUA ANTONIO GONCALVES DIAS, N. 57, CS 02 ;293.164,58;460.000,00;36.27;Casa, 0.00 de área total, 220.08 de área privativa, 146.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), DCE, cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414854651
 1444416387015 ;RJ ;SAO GONCALO ;PORTO NOVO ;RUA CARLINDA DUTRA, N. 460, LT 131, QD K ;216.049,55;339.000,00;36.27;Casa, 0.00 de área total, 248.27 de área privativa, 435.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416387015
 1444419604459 ;RJ ;SAO GONCALO ;PORTO NOVO ;TRAVESSA LEONIDIA, N. 68, . ;258.418,27;405.480,10;36.27;Casa, 0.00 de área total, 247.00 de área privativa, 300.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419604459
 1444405197708 ;RJ ;SAO GONCALO ;ARSENAL ;RUA ALTAMIR DE ALMEIDA, N. SN, QD A LT 01 ;184.821,15;290.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 1320.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405197708
 1444408629145 ;RJ ;SAO GONCALO ;ARSENAL ;RUA ALTAMIR DE ALMEIDA, N. SN, LT 02 QD A ;235.806,29;370.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 1320.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408629145
 1444419382863 ;RJ ;SAO GONCALO ;AMENDOEIRA ;RUA ASSIS VALENTE, N. 154, ;151.680,80;238.000,00;36.27;Casa, 0.00 de área total, 70.00 de área privativa, 357.70 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419382863
 8555505321613 ;RJ ;SAO GONCALO ;BARRO VERMELHO ;TRAVESSA OLIVEIRA, N. 718, CS 01 ;154.274,04;242.069,00;36.27;Casa, 0.00 de área total, 96.00 de área privativa, 378.00 de área do terreno,  3 qto(s), WC, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555505321613
 1444404155939 ;RJ ;SAO GONCALO ;BRASILANDIA ;RUA MATO GROSSO, N. 16, CS 01 ;356.145,32;558.822,10;36.27;Casa, 0.00 de área total, 186.00 de área privativa, 308.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404155939
 1444417453852 ;RJ ;SAO GONCALO ;BRASILANDIA ;RUA MINAS GERAIS, N. 619, CS 02 ;354.346,75;556.000,00;36.27;Casa, 0.00 de área total, 215.00 de área privativa, 360.00 de área do terreno,  5 qto(s), WC, WC Emp, 3 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417453852
 1444417511275 ;RJ ;SAO GONCALO ;BRASILANDIA ;RUA BAHIA, N. 395, . ;193.106,23;303.000,00;36.27;Casa, 0.00 de área total, 114.00 de área privativa, 202.50 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417511275
 1444418157262 ;RJ ;SAO GONCALO ;BRASILANDIA ;RUA HELIO JOSE NANCI, N. 222, Apto 201, CASA BASE, LT 12 ,QD 14 ;158.053,95;248.000,00;36.27;Apartamento, 0.00 de área total, 190.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418157262
 1444400531227 ;RJ ;SAO GONCALO ;ALCANTARA ;RUA ALDROVANDO PENA, N. 381, LT 06, QD M ;172.712,18;271.000,00;36.27;Casa, 0.00 de área total, 111.00 de área privativa, 207.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400531227
 8787711469427 ;RJ ;SAO GONCALO ;TRINDADE ;RUA ITAOCARA, N. SN, Apto 503, BL 08 ;101.100,05;157.000,00;35.61;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711469427
 8787707506496 ;RJ ;SAO GONCALO ;TRINDADE ;RUA ITAOCARA, N. 400, Apto 504, BL 02 ;98.421,38;150.000,00;34.39;Apartamento, 0.00 de área total, 44.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707506496
 8787711599460 ;RJ ;SAO GONCALO ;MONJOLOS ;ESTRADA JOAO DE ABREU, N. 214, Apto 203, BL. 20, L. 06 ;87.167,34;131.000,00;33.47;Apartamento, 0.00 de área total, 48.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711599460
 8444400824796 ;RJ ;SAO GONCALO ;LARANJAL ;RUA CONSTANCIA ALVES, N. 33, CASA 04 ;84.204,21;125.000,00;32.64;Casa, 0.00 de área total, 35.14 de área privativa, 64.80 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400824796
 8555534888448 ;RJ ;SAO GONCALO ;SANTA LUZIA ;RUA GUATEMALA, N. 210, Apto 302, BL 02, ;164.502,62;239.375,20;31.28;Apartamento, 0.00 de área total, 59.63 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534888448
 8555503866086 ;RJ ;SAO GONCALO ;COELHO ;RUA CARINA XEREM, N. 29, CASA 01, LT 16, QD 72 ;64.624,67;93.000,00;30.52;Casa, 0.00 de área total, 28.00 de área privativa, 246.20 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555503866086
 8787708167687 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;AVENIDA PRESIDENTE TRUMAN, N. 151, Apto 1106, BL 03 ;147.469,30;211.770,00;30.37;Apartamento, 0.00 de área total, 77.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708167687
 8787713121894 ;RJ ;SAO GONCALO ;TRIBOBO ;RUA DALVA RAPOSO, N. 260, Apto 504, BL 03, LT 01 ;109.623,32;156.000,00;29.73;Apartamento, 0.00 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713121894
 8787707421148 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;ESTRADA SAO PEDRO, N. 530, Apto 504, BL 19 ;105.440,09;148.000,00;28.76;Apartamento, 0.00 de área total, 43.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707421148
 8787709208050 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;AVENIDA PRESIDENTE TRUMAN, N. 151, Apto 904, BL 01 ;131.616,66;175.540,87;25.03;Apartamento, 0.00 de área total, 52.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709208050
 8444426762119 ;RJ ;SAO GONCALO ;MARAMBAIA ;RUA ITAPERUNA, N. 307, CASA 22, QD09, LT31, LOT FAZ RESTAURAD ;101.922,88;134.609,50;24.29;Casa, 0.00 de área total, 47.53 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426762119
 8444400826683 ;RJ ;SAO GONCALO ;TRINDADE ;AVENIDA DOUTOR HUMBERTO SOEIRO DE CARVAL, N. 03, CASA 04, QD87, LT20 ;137.002,21;179.000,00;23.47;Casa, 0.00 de área total, 61.50 de área privativa, 64.35 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400826683
 8787712269960 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;ESTRADA SAO PEDRO, N. 530, Apto 103, BL 02 ;143.480,23;187.000,00;23.28;Apartamento, 0.00 de área total, 43.59 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712269960
 8787707490280 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;RUA PADRE AFONSO RODRIGUES, N. 120, Apto 807, 807, QD16, LT3-A ;114.730,97;149.000,00;23.00;Apartamento, 0.00 de área total, 44.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707490280
 8555535070082 ;RJ ;SAO GONCALO ;SANTA LUZIA ;RUA GUATEMALA, N. 210, Apto 505, BL 03 ;120.833,01;150.000,00;19.45;Apartamento, 0.00 de área total, 62.93 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535070082
 8787709043299 ;RJ ;SAO GONCALO ;MONJOLOS ;ESTRADA JOAO DE ABREU, N. 214, Apto 204, BL11, LT 06 ;99.792,92;120.000,00;16.84;Apartamento, 0.00 de área total, 48.74 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709043299
 8787710682720 ;RJ ;SAO GONCALO ;TRINDADE ;RUA ITAOCARA, N. 0, Apto 102, BL 10, RES SOLAR DOS OITIS I ;104.613,83;125.000,00;16.31;Apartamento, 0.00 de área total, 41.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710682720
 8555534836065 ;RJ ;SAO GONCALO ;SANTA LUZIA ;RUA GUATEMALA, N. 210, Apto 501, BL 01, LT 19, QD 138 ;109.272,21;129.000,00;15.30;Apartamento, 0.00 de área total, 56.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534836065
 1444410948783 ;RJ ;SAO GONCALO ;BOA VISTA ;RUA GOVERNADOR MACEDO SOARES E SILVA, N. 173, 4º DISTRITO ;215.042,51;244.000,00;11.87;Casa, 0.00 de área total, 110.00 de área privativa, 212.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410948783
 8787701825700 ;RJ ;SAO GONCALO ;PACHECO ; RUA ARTHUR COELHO FONTES, N. 75, Apto 102, LT 01, QD 14 ;121.535,24;137.630,45;11.70;Apartamento, 0.00 de área total, 50.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701825700
 8787709099782 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;ESTRADA SAO PEDRO, N. 530, Apto 302, BL 17 ;170.206,40;190.961,13;10.87;Apartamento, 59.00 de área total, 59.00 de área privativa, 27891.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709099782
 8787706752736 ;RJ ;SAO GONCALO ;MARIA PAULA ;RUA DALVA RAPOSO, N. 301, Apto 404, BL 08, GLEBA R1 A ;154.406,54;173.000,00;10.75;Apartamento, 0.00 de área total, 56.05 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706752736
 8787708651015 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;AVENIDA PRESIDENTE TRUMAN, N. 151, Apto 110, TORRE 02 ;138.268,29;153.000,00;9.63;Apartamento, 0.00 de área total, 51.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708651015
 8787706185327 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;RUA PADRE AFONSO RODRIGUES, N. 120, Apto 1003, ;167.295,78;185.000,00;9.57;Apartamento, 0.00 de área total, 45.93 de área privativa, 1800.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706185327
 8787706748011 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;AVENIDA PRESIDENTE TRUMAN, N. 151, Apto 909, BL 1, COND JD BOUGAINVILLE ;153.369,12;167.000,00;8.17;Apartamento, 0.00 de área total, 51.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706748011
